scenario (-),iteration (-),cycle_id (-),bus (-),v_field (pu),v_dt (pu),drift_signed (pu),drift_abs (pu),drift (%)
mitm,iteration_2,15,4,1.010000,0.000000,-1.010000,1.010000,100.000000
mitm,iteration_2,16,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_2,16,2,1.014839,0.000000,-1.014839,1.014839,100.000000
mitm,iteration_2,17,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_2,18,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_2,18,2,1.007489,1.007537,0.000048,0.000048,0.004764
mitm,iteration_2,18,3,1.004913,1.004971,0.000058,0.000058,0.005772
mitm,iteration_2,19,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_2,19,2,1.009321,1.010465,0.001144,0.001144,0.113344
mitm,iteration_2,19,3,1.007169,1.008970,0.001801,0.001801,0.178818
mitm,iteration_2,20,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_2,20,2,1.010652,1.010416,-0.000236,0.000236,0.023351
mitm,iteration_2,20,3,1.008533,1.008356,-0.000177,0.000177,0.017550
mitm,iteration_2,20,4,1.010000,1.010000,0.000000,0.000000,0.000000
mitm,iteration_2,20,5,1.006787,1.006786,-0.000001,0.000001,0.000099
mitm,iteration_2,21,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_2,21,2,1.010783,0.000000,-1.010783,1.010783,100.000000
mitm,iteration_2,21,3,1.009160,0.000000,-1.009160,1.009160,100.000000
mitm,iteration_2,21,4,1.010000,0.000000,-1.010000,1.010000,100.000000
mitm,iteration_2,21,5,1.006730,0.000000,-1.006730,1.006730,100.000000
mitm,iteration_2,22,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_2,23,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_2,24,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_2,24,2,1.015198,1.015198,0.000000,0.000000,0.000000
mitm,iteration_2,25,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_2,25,2,1.013762,1.005565,-0.008197,0.008197,0.808572
mitm,iteration_2,26,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_2,26,2,1.008962,1.003242,-0.005720,0.005720,0.566919
mitm,iteration_2,26,3,1.006633,0.999718,-0.006915,0.006915,0.686944
mitm,iteration_2,27,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_2,27,2,1.008173,1.008502,0.000329,0.000329,0.032633
mitm,iteration_2,27,3,1.005748,1.007626,0.001878,0.001878,0.186727
mitm,iteration_2,28,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_2,28,2,1.010945,1.008541,-0.002404,0.002404,0.237797
mitm,iteration_2,28,3,1.009110,1.006906,-0.002204,0.002204,0.218410
mitm,iteration_2,28,4,1.010000,1.010000,0.000000,0.000000,0.000000
mitm,iteration_2,28,5,1.007283,1.007290,0.000007,0.000007,0.000695
mitm,iteration_2,29,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_2,29,2,1.010715,0.000000,-1.010715,1.010715,100.000000
mitm,iteration_2,29,3,1.008480,0.000000,-1.008480,1.008480,100.000000
mitm,iteration_2,29,4,1.010000,0.000000,-1.010000,1.010000,100.000000
mitm,iteration_2,29,5,1.007264,0.000000,-1.007264,1.007264,100.000000
mitm,iteration_2,30,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_2,31,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_2,32,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_2,32,2,1.014845,1.014879,0.000034,0.000034,0.003350
mitm,iteration_2,33,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_2,33,2,1.013726,1.005583,-0.008143,0.008143,0.803274
mitm,iteration_2,34,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_2,34,2,1.011084,1.008425,-0.002659,0.002659,0.262985
mitm,iteration_2,34,3,1.008976,1.005254,-0.003722,0.003722,0.368889
mitm,iteration_2,35,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_2,35,2,1.008412,1.007665,-0.000747,0.000747,0.074077
mitm,iteration_2,35,3,1.005924,1.006332,0.000408,0.000408,0.040560
mitm,iteration_2,36,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_2,36,2,1.010224,1.008447,-0.001777,0.001777,0.175902
mitm,iteration_2,36,3,1.008492,1.007390,-0.001102,0.001102,0.109272
mitm,iteration_2,36,4,1.010000,1.010000,0.000000,0.000000,0.000000
mitm,iteration_2,36,5,1.007559,1.006352,-0.001207,0.001207,0.119794
mitm,iteration_2,37,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_2,37,2,1.011107,0.000000,-1.011107,1.011107,100.000000
mitm,iteration_2,37,3,1.009155,0.000000,-1.009155,1.009155,100.000000
mitm,iteration_2,37,4,1.010000,0.000000,-1.010000,1.010000,100.000000
mitm,iteration_2,37,5,1.007413,0.000000,-1.007413,1.007413,100.000000
mitm,iteration_2,38,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_2,39,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_2,40,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_2,40,2,1.016595,1.016607,0.000012,0.000012,0.001180
mitm,iteration_2,41,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_2,41,2,1.015121,1.008890,-0.006231,0.006231,0.613818
mitm,iteration_2,42,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_2,42,2,1.010110,1.010123,0.000013,0.000013,0.001287
mitm,iteration_2,42,3,1.008011,1.008030,0.000019,0.000019,0.001885
mitm,iteration_2,43,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_2,43,2,1.008425,1.010367,0.001942,0.001942,0.192578
mitm,iteration_2,43,3,1.005574,1.008500,0.002926,0.002926,0.290978
mitm,iteration_2,44,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_2,44,2,1.011134,1.010141,-0.000993,0.000993,0.098207
mitm,iteration_2,44,3,1.009235,1.007896,-0.001339,0.001339,0.132675
mitm,iteration_2,44,4,1.010000,1.010000,0.000000,0.000000,0.000000
mitm,iteration_2,44,5,1.006964,0.000000,-1.006964,1.006964,100.000000
mitm,iteration_2,45,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_2,45,2,1.011405,0.000000,-1.011405,1.011405,100.000000
mitm,iteration_2,45,3,1.009362,0.000000,-1.009362,1.009362,100.000000
mitm,iteration_2,45,4,1.010000,0.000000,-1.010000,1.010000,100.000000
mitm,iteration_2,46,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_2,47,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_2,48,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_2,48,2,1.016015,1.014006,-0.002009,0.002009,0.197733
mitm,iteration_2,49,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_2,49,2,1.014320,1.008147,-0.006173,0.006173,0.608585
mitm,iteration_2,50,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_2,50,2,1.010374,1.010410,0.000036,0.000036,0.003563
mitm,iteration_2,50,3,1.008572,1.008606,0.000034,0.000034,0.003371
mitm,iteration_2,51,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_2,51,2,1.007618,1.009982,0.002364,0.002364,0.234613
mitm,iteration_2,51,3,1.004808,1.008289,0.003481,0.003481,0.346434
mitm,iteration_2,52,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_2,52,2,1.009972,1.009765,-0.000207,0.000207,0.020496
mitm,iteration_2,52,3,1.008332,1.008181,-0.000151,0.000151,0.014975
mitm,iteration_2,52,4,1.010000,1.010000,0.000000,0.000000,0.000000
mitm,iteration_2,52,5,1.006879,1.006909,0.000030,0.000030,0.002980
mitm,iteration_2,53,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_2,53,2,1.011230,1.016194,0.004964,0.004964,0.490887
mitm,iteration_2,53,3,1.009288,0.000000,-1.009288,1.009288,100.000000
mitm,iteration_2,53,4,1.010000,0.000000,-1.010000,1.010000,100.000000
mitm,iteration_2,53,5,1.006668,0.000000,-1.006668,1.006668,100.000000
mitm,iteration_2,54,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_2,54,2,1.015062,0.000000,-1.015062,1.015062,100.000000
mitm,iteration_2,55,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_2,56,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_2,56,2,1.011622,1.014685,0.003063,0.003063,0.302781
mitm,iteration_2,56,3,1.009681,0.000000,-1.009681,1.009681,100.000000
mitm,iteration_2,57,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_2,57,2,1.013886,0.000000,-1.013886,1.013886,100.000000
mitm,iteration_2,58,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_2,59,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_2,59,2,1.010753,1.015751,0.004998,0.004998,0.494483
mitm,iteration_2,59,3,1.008746,0.000000,-1.008746,1.008746,100.000000
mitm,iteration_2,60,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_2,60,2,1.014531,1.010487,-0.004044,0.004044,0.398608
mitm,iteration_2,61,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_2,61,2,1.009197,1.008977,-0.000220,0.000220,0.021800
mitm,iteration_2,61,3,1.007604,1.007447,-0.000157,0.000157,0.015582
mitm,iteration_2,61,4,1.010000,1.010000,0.000000,0.000000,0.000000
mitm,iteration_2,61,5,1.007112,1.007109,-0.000003,0.000003,0.000298
mitm,iteration_2,62,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_2,62,2,1.010088,0.000000,-1.010088,1.010088,100.000000
mitm,iteration_2,62,3,1.008496,0.000000,-1.008496,1.008496,100.000000
mitm,iteration_2,62,4,1.010000,0.000000,-1.010000,1.010000,100.000000
mitm,iteration_2,62,5,1.007136,0.000000,-1.007136,1.007136,100.000000
mitm,iteration_2,63,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_2,64,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_2,65,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_2,65,2,1.016063,1.016060,-0.000003,0.000003,0.000295
mitm,iteration_2,66,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_2,66,2,1.014944,1.005860,-0.009084,0.009084,0.895025
mitm,iteration_2,67,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_2,67,2,1.008707,1.005775,-0.002932,0.002932,0.290669
mitm,iteration_2,67,3,1.006445,1.003507,-0.002938,0.002938,0.291919
mitm,iteration_2,68,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_2,68,2,1.008655,1.009138,0.000483,0.000483,0.047886
mitm,iteration_2,68,3,1.005968,1.007012,0.001044,0.001044,0.103781
mitm,iteration_2,69,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_2,69,2,1.010585,1.010392,-0.000193,0.000193,0.019098
mitm,iteration_2,69,3,1.008496,1.008371,-0.000125,0.000125,0.012395
mitm,iteration_2,69,4,1.010000,1.010000,0.000000,0.000000,0.000000
mitm,iteration_2,69,5,1.007183,1.007208,0.000025,0.000025,0.002482
mitm,iteration_2,70,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_2,70,2,1.010233,0.000000,-1.010233,1.010233,100.000000
mitm,iteration_2,70,3,1.008603,0.000000,-1.008603,1.008603,100.000000
mitm,iteration_2,70,4,1.010000,0.000000,-1.010000,1.010000,100.000000
mitm,iteration_2,70,5,1.006759,0.000000,-1.006759,1.006759,100.000000
mitm,iteration_2,71,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_2,72,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_2,73,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_2,73,2,1.013853,1.013882,0.000029,0.000029,0.002860
mitm,iteration_2,74,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_2,74,2,1.016555,1.005167,-0.011388,0.011388,1.120254
mitm,iteration_2,75,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_2,75,2,1.010285,1.007982,-0.002303,0.002303,0.227955
mitm,iteration_2,75,3,1.008131,1.005812,-0.002319,0.002319,0.230030
mitm,iteration_2,76,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_2,76,2,1.007589,1.014337,0.006748,0.006748,0.669718
mitm,iteration_2,76,3,1.004869,0.000000,-1.004869,1.004869,100.000000
mitm,iteration_2,77,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_2,77,2,1.014639,1.008898,-0.005741,0.005741,0.565817
mitm,iteration_2,78,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_2,78,2,1.010197,1.010087,-0.000110,0.000110,0.010889
mitm,iteration_2,78,3,1.008425,1.008362,-0.000063,0.000063,0.006247
mitm,iteration_2,78,4,1.010000,1.010000,0.000000,0.000000,0.000000
mitm,iteration_2,79,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_2,79,2,1.010615,1.010289,-0.000326,0.000326,0.032258
mitm,iteration_2,79,3,1.008668,1.008454,-0.000214,0.000214,0.021216
mitm,iteration_2,79,4,1.010000,1.010000,0.000000,0.000000,0.000000
mitm,iteration_2,80,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_2,80,2,1.010079,1.009880,-0.000199,0.000199,0.019701
mitm,iteration_2,80,3,1.008626,1.008486,-0.000140,0.000140,0.013880
mitm,iteration_2,80,4,1.010000,1.010000,0.000000,0.000000,0.000000
mitm,iteration_2,80,5,1.006838,1.006834,-0.000004,0.000004,0.000397
mitm,iteration_2,82,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_2,83,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_2,84,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_2,86,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_2,87,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_2,88,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_2,88,2,1.010997,1.009872,-0.001125,0.001125,0.111276
mitm,iteration_2,88,3,1.009405,1.008462,-0.000943,0.000943,0.093421
mitm,iteration_2,88,4,1.010000,1.010000,0.000000,0.000000,0.000000
mitm,iteration_2,88,5,1.006742,1.007176,0.000434,0.000434,0.043109
mitm,iteration_2,89,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_2,89,2,1.015240,0.000000,-1.015240,1.015240,100.000000
mitm,iteration_2,90,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_2,91,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_2,92,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_2,92,2,1.015360,1.015383,0.000023,0.000023,0.002265
mitm,iteration_2,93,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_2,93,2,1.013767,1.005675,-0.008092,0.008092,0.798211
mitm,iteration_3,14,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_3,14,2,1.013810,0.000000,-1.013810,1.013810,100.000000
mitm,iteration_3,15,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_3,16,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_3,16,2,1.007392,1.014870,0.007478,0.007478,0.742313
mitm,iteration_3,16,3,1.004398,0.000000,-1.004398,1.004398,100.000000
mitm,iteration_3,17,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_3,17,2,1.016117,1.010784,-0.005333,0.005333,0.524841
mitm,iteration_3,18,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_3,18,2,1.010108,1.000891,-0.009217,0.009217,0.912477
mitm,iteration_3,18,3,1.008523,0.996964,-0.011559,0.011559,1.146132
mitm,iteration_3,18,4,1.010000,0.000000,-1.010000,1.010000,100.000000
mitm,iteration_3,19,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_3,19,2,1.009321,1.008222,-0.001099,0.001099,0.108885
mitm,iteration_3,19,3,1.007169,1.006972,-0.000197,0.000197,0.019560
mitm,iteration_3,20,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_3,20,2,1.010652,0.000000,-1.010652,1.010652,100.000000
mitm,iteration_3,20,3,1.008533,0.000000,-1.008533,1.008533,100.000000
mitm,iteration_3,20,4,1.010000,0.000000,-1.010000,1.010000,100.000000
mitm,iteration_3,20,5,1.006787,0.000000,-1.006787,1.006787,100.000000
mitm,iteration_3,21,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_3,22,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_3,23,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_3,23,2,1.016794,1.016769,-0.000025,0.000025,0.002459
mitm,iteration_3,24,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_3,24,2,1.015198,1.010262,-0.004936,0.004936,0.486211
mitm,iteration_3,25,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_3,25,2,1.010129,1.007718,-0.002411,0.002411,0.238682
mitm,iteration_3,25,3,1.008618,1.005291,-0.003327,0.003327,0.329857
mitm,iteration_3,25,4,1.010000,0.000000,-1.010000,1.010000,100.000000
mitm,iteration_3,26,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_3,26,2,1.008962,1.010398,0.001436,0.001436,0.142324
mitm,iteration_3,26,3,1.006633,1.008825,0.002192,0.002192,0.217756
mitm,iteration_3,27,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_3,27,2,1.010247,1.010031,-0.000216,0.000216,0.021381
mitm,iteration_3,27,3,1.008696,1.008544,-0.000152,0.000152,0.015069
mitm,iteration_3,27,4,1.010000,1.010000,0.000000,0.000000,0.000000
mitm,iteration_3,27,5,1.006955,1.006946,-0.000009,0.000009,0.000894
mitm,iteration_3,28,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_3,28,2,1.010945,0.000000,-1.010945,1.010945,100.000000
mitm,iteration_3,28,3,1.009110,0.000000,-1.009110,1.009110,100.000000
mitm,iteration_3,28,4,1.010000,0.000000,-1.010000,1.010000,100.000000
mitm,iteration_3,28,5,1.007283,0.000000,-1.007283,1.007283,100.000000
mitm,iteration_3,29,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_3,30,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_3,31,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_3,31,2,1.013761,1.010577,-0.003184,0.003184,0.314078
mitm,iteration_3,32,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_3,32,2,1.014845,1.003117,-0.011728,0.011728,1.155644
mitm,iteration_3,33,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_3,33,2,1.008183,1.008283,0.000100,0.000100,0.009919
mitm,iteration_3,33,3,1.005954,1.006077,0.000123,0.000123,0.012227
mitm,iteration_3,34,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_3,34,2,1.011084,1.011371,0.000287,0.000287,0.028385
mitm,iteration_3,34,3,1.008976,1.009536,0.000560,0.000560,0.055502
mitm,iteration_3,35,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_3,35,2,1.010380,1.010163,-0.000217,0.000217,0.021477
mitm,iteration_3,35,3,1.008737,1.008583,-0.000154,0.000154,0.015267
mitm,iteration_3,35,4,1.010000,1.010000,0.000000,0.000000,0.000000
mitm,iteration_3,35,5,1.006653,1.006656,0.000003,0.000003,0.000298
mitm,iteration_3,36,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_3,36,2,1.010224,1.014590,0.004366,0.004366,0.432181
mitm,iteration_3,36,3,1.008492,0.000000,-1.008492,1.008492,100.000000
mitm,iteration_3,36,4,1.010000,0.000000,-1.010000,1.010000,100.000000
mitm,iteration_3,36,5,1.007559,0.000000,-1.007559,1.007559,100.000000
mitm,iteration_3,37,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_3,37,2,1.016041,0.000000,-1.016041,1.016041,100.000000
mitm,iteration_3,38,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_3,39,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_3,39,2,1.010443,1.013122,0.002679,0.002679,0.265131
mitm,iteration_3,39,3,1.008450,0.000000,-1.008450,1.008450,100.000000
mitm,iteration_3,40,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_3,40,2,1.016595,1.011594,-0.005001,0.005001,0.491936
mitm,iteration_3,41,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_3,41,2,1.010168,1.000822,-0.009346,0.009346,0.925193
mitm,iteration_3,41,3,1.008223,0.996066,-0.012157,0.012157,1.205785
mitm,iteration_3,41,4,1.010000,0.000000,-1.010000,1.010000,100.000000
mitm,iteration_3,41,5,1.007106,0.000000,-1.007106,1.007106,100.000000
mitm,iteration_3,42,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_3,42,2,1.010110,1.015370,0.005260,0.005260,0.520735
mitm,iteration_3,42,3,1.008011,0.000000,-1.008011,1.008011,100.000000
mitm,iteration_3,43,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_3,43,2,1.015486,0.000000,-1.015486,1.015486,100.000000
mitm,iteration_3,44,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_3,45,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_3,45,2,1.010169,1.016328,0.006159,0.006159,0.609700
mitm,iteration_3,45,3,1.007701,0.000000,-1.007701,1.007701,100.000000
mitm,iteration_3,46,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_3,46,2,1.014683,1.010169,-0.004514,0.004514,0.444868
mitm,iteration_3,47,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_3,47,2,1.010244,1.010036,-0.000208,0.000208,0.020589
mitm,iteration_3,47,3,1.008820,1.008677,-0.000143,0.000143,0.014175
mitm,iteration_3,47,4,1.010000,1.010000,0.000000,0.000000,0.000000
mitm,iteration_3,47,5,1.006876,1.006869,-0.000007,0.000007,0.000695
mitm,iteration_3,48,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_3,48,2,1.011352,0.000000,-1.011352,1.011352,100.000000
mitm,iteration_3,48,3,1.009500,0.000000,-1.009500,1.009500,100.000000
mitm,iteration_3,48,4,1.010000,0.000000,-1.010000,1.010000,100.000000
mitm,iteration_3,48,5,1.006728,0.000000,-1.006728,1.006728,100.000000
mitm,iteration_3,49,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_3,50,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_3,51,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_3,51,2,1.014575,1.014613,0.000038,0.000038,0.003745
mitm,iteration_3,52,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_3,52,2,1.014193,1.005816,-0.008377,0.008377,0.825977
mitm,iteration_3,53,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_3,53,2,1.010143,1.010142,-0.000001,0.000001,0.000099
mitm,iteration_3,53,3,1.007726,1.007717,-0.000009,0.000009,0.000893
mitm,iteration_3,54,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_3,54,2,1.009120,1.010504,0.001384,0.001384,0.137149
mitm,iteration_3,54,3,1.006742,1.008860,0.002118,0.002118,0.210382
mitm,iteration_3,55,1,1.020000,1.020000,0.000000,0.000000,0.000000
mitm,iteration_3,55,2,1.011479,1.011269,-0.000210,0.000210,0.020762
