Memulai Server OPC UA
Endpoints other than open requested but private key and certificate are not set.
Listening on 10.0.2.2:4840
Memulai Modbus Gateway di 0.0.0.0:5020


[2026-05-17 01:08:34] [iter 1] [Bus 1] P/Q/CMD -> V_in=0.0000 pu, I_in=0.0000 A, PF=0.0000, V_out=0.0000 pu, I_out=0.0000 A, V_DT=1.0000 pu, P=0.0000 MW, Q=0.0000 MVar
[2026-05-17 01:18:46] [iter 153] [Bus 3] P/Q/CMD -> V_in=1.0050 pu, I_in=342.6667 A, PF=0.9346, V_out=1.0050 pu, I_out=342.6667 A, V_DT=1.0062 pu, P=61.3221 MW, Q=23.3386 MVar
[2026-05-17 01:18:46] [iter 153] [Bus 4] P/Q/CMD -> V_in=1.0070 pu, I_in=439.9667 A, PF=0.9396, V_out=1.0070 pu, I_out=439.9667 A, V_DT=1.0100 pu, P=79.3132 MW, Q=28.8920 MVar
[2026-05-17 01:18:46] [iter 153] [Bus 5] P/Q/CMD -> V_in=1.0050 pu, I_in=475.9333 A, PF=0.9862, V_out=1.0050 pu, I_out=475.9333 A, V_DT=1.0082 pu, P=89.8733 MW, Q=15.0875 MVar


[2026-05-17 01:18:50] [iter 154] [Bus 1] P/Q/CMD -> V_in=1.0210 pu, I_in=787.3333 A, PF=0.9765, V_out=1.0210 pu, I_out=787.3333 A, V_DT=1.0200 pu, P=149.5581 MW, Q=33.0081 MVar
[2026-05-17 01:18:50] [iter 154] [Bus 2] P/Q/CMD -> V_in=1.0080 pu, I_in=313.9667 A, PF=0.9639, V_out=1.0080 pu, I_out=313.9667 A, V_DT=1.0111 pu, P=58.1205 MW, Q=16.0550 MVar
[2026-05-17 01:18:50] [iter 154] [Bus 3] P/Q/CMD -> V_in=1.0120 pu, I_in=447.2667 A, PF=0.9117, V_out=1.0120 pu, I_out=447.2667 A, V_DT=1.0086 pu, P=78.6235 MW, Q=35.4316 MVar
[2026-05-17 01:18:50] [iter 154] [Bus 4] P/Q/CMD -> V_in=1.0070 pu, I_in=467.6000 A, PF=0.8831, V_out=1.0070 pu, I_out=467.6000 A, V_DT=1.0100 pu, P=79.2259 MW, Q=42.0922 MVar
[2026-05-17 01:18:50] [iter 154] [Bus 5] P/Q/CMD -> V_in=1.0030 pu, I_in=491.6333 A, PF=0.9748, V_out=1.0030 pu, I_out=491.6333 A, V_DT=1.0084 pu, P=91.5822 MW, Q=20.9584 MVar


[2026-05-17 01:18:54] [iter 155] [Bus 1] P/Q/CMD -> V_in=1.0160 pu, I_in=851.6333 A, PF=0.9837, V_out=1.0160 pu, I_out=851.6333 A, V_DT=1.0200 pu, P=162.1669 MW, Q=29.6436 MVar
[2026-05-17 01:18:54] [iter 155] [Bus 2] P/Q/CMD -> V_in=1.0110 pu, I_in=381.1667 A, PF=0.9577, V_out=1.0110 pu, I_out=381.1667 A, V_DT=1.0108 pu, P=70.3151 MW, Q=21.1282 MVar
[2026-05-17 01:18:54] [iter 155] [Bus 3] P/Q/CMD -> V_in=1.0070 pu, I_in=432.7667 A, PF=0.9555, V_out=1.0070 pu, I_out=432.7667 A, V_DT=1.0075 pu, P=79.3354 MW, Q=24.4932 MVar
[2026-05-17 01:18:54] [iter 155] [Bus 4] P/Q/CMD -> V_in=1.0060 pu, I_in=456.0000 A, PF=0.9167, V_out=1.0060 pu, I_out=456.0000 A, V_DT=1.0100 pu, P=80.1204 MW, Q=34.9233 MVar
[2026-05-17 01:18:54] [iter 155] [Bus 5] P/Q/CMD -> V_in=1.0050 pu, I_in=483.0667 A, PF=0.9861, V_out=1.0050 pu, I_out=483.0667 A, V_DT=1.0082 pu, P=91.2110 MW, Q=15.3686 MVar


[2026-05-17 01:18:58] [iter 156] [Bus 1] P/Q/CMD -> V_in=1.0140 pu, I_in=826.8667 A, PF=0.9722, V_out=1.0140 pu, I_out=826.8667 A, V_DT=1.0200 pu, P=155.3039 MW, Q=37.4046 MVar
[2026-05-17 01:18:58] [iter 156] [Bus 2] P/Q/CMD -> V_in=1.0100 pu, I_in=391.4667 A, PF=0.9247, V_out=1.0100 pu, I_out=391.4667 A, V_DT=1.0106 pu, P=69.6579 MW, Q=28.6780 MVar
[2026-05-17 01:18:58] [iter 156] [Bus 3] P/Q/CMD -> V_in=1.0030 pu, I_in=410.1333 A, PF=0.9322, V_out=1.0030 pu, I_out=410.1333 A, V_DT=1.0079 pu, P=73.0615 MW, Q=28.3674 MVar
[2026-05-17 01:18:58] [iter 156] [Bus 4] P/Q/CMD -> V_in=1.0110 pu, I_in=494.3333 A, PF=0.8391, V_out=1.0110 pu, I_out=494.3333 A, V_DT=1.0100 pu, P=79.8984 MW, Q=51.7971 MVar
[2026-05-17 01:18:58] [iter 156] [Bus 5] P/Q/CMD -> V_in=1.0090 pu, I_in=502.8000 A, PF=0.9536, V_out=1.0090 pu, I_out=502.8000 A, V_DT=1.0084 pu, P=92.1735 MW, Q=29.1016 MVar


[2026-05-17 01:19:02] [iter 157] [Bus 1] P/Q/CMD -> V_in=1.0170 pu, I_in=721.0333 A, PF=0.9675, V_out=1.0170 pu, I_out=721.0333 A, V_DT=1.0200 pu, P=135.1701 MW, Q=35.3288 MVar
[2026-05-17 01:19:02] [iter 157] [Bus 2] P/Q/CMD -> V_in=1.0020 pu, I_in=318.1333 A, PF=0.9598, V_out=1.0020 pu, I_out=318.1333 A, V_DT=1.0101 pu, P=58.2923 MW, Q=17.0470 MVar
[2026-05-17 01:19:02] [iter 157] [Bus 3] P/Q/CMD -> V_in=1.0040 pu, I_in=378.8000 A, PF=0.8919, V_out=1.0040 pu, I_out=378.8000 A, V_DT=1.0074 pu, P=64.6269 MW, Q=32.7687 MVar
[2026-05-17 01:19:02] [iter 157] [Bus 4] P/Q/CMD -> V_in=1.0080 pu, I_in=447.1333 A, PF=0.9321, V_out=1.0080 pu, I_out=447.1333 A, V_DT=1.0100 pu, P=80.0412 MW, Q=31.1029 MVar
[2026-05-17 01:19:02] [iter 157] [Bus 5] P/Q/CMD -> V_in=1.0060 pu, I_in=477.6333 A, PF=0.9889, V_out=1.0060 pu, I_out=477.6333 A, V_DT=1.0079 pu, P=90.5312 MW, Q=13.6023 MVar


[2026-05-17 01:19:06] [iter 158] [Bus 1] P/Q/CMD -> V_in=1.0160 pu, I_in=866.3667 A, PF=0.9815, V_out=1.0160 pu, I_out=866.3667 A, V_DT=1.0200 pu, P=164.6035 MW, Q=32.1094 MVar
[2026-05-17 01:19:06] [iter 158] [Bus 2] P/Q/CMD -> V_in=1.0140 pu, I_in=352.5333 A, PF=0.9731, V_out=1.0140 pu, I_out=352.5333 A, V_DT=1.0112 pu, P=66.2749 MW, Q=15.6907 MVar
[2026-05-17 01:19:06] [iter 158] [Bus 3] P/Q/CMD -> V_in=1.0090 pu, I_in=488.9000 A, PF=0.9031, V_out=1.0090 pu, I_out=488.9000 A, V_DT=1.0082 pu, P=84.8790 MW, Q=40.3606 MVar
[2026-05-17 01:19:06] [iter 158] [Bus 4] P/Q/CMD -> V_in=1.0120 pu, I_in=493.8667 A, PF=0.8424, V_out=1.0120 pu, I_out=493.8667 A, V_DT=1.0100 pu, P=80.2162 MW, Q=51.3114 MVar
[2026-05-17 01:19:06] [iter 158] [Bus 5] P/Q/CMD -> V_in=1.0090 pu, I_in=500.9333 A, PF=0.9693, V_out=1.0090 pu, I_out=500.9333 A, V_DT=1.0084 pu, P=93.3432 MW, Q=23.6782 MVar


[2026-05-17 01:19:10] [iter 159] [Bus 1] P/Q/CMD -> V_in=1.0230 pu, I_in=844.6000 A, PF=0.9762, V_out=1.0230 pu, I_out=844.6000 A, V_DT=1.0200 pu, P=160.7011 MW, Q=35.7013 MVar
[2026-05-17 01:19:10] [iter 159] [Bus 2] P/Q/CMD -> V_in=1.0070 pu, I_in=399.4667 A, PF=0.9597, V_out=1.0070 pu, I_out=399.4667 A, V_DT=1.0102 pu, P=73.5527 MW, Q=21.5383 MVar
[2026-05-17 01:19:10] [iter 159] [Bus 3] P/Q/CMD -> V_in=1.0100 pu, I_in=409.5333 A, PF=0.8904, V_out=1.0100 pu, I_out=409.5333 A, V_DT=1.0068 pu, P=70.1696 MW, Q=35.8712 MVar
[2026-05-17 01:19:10] [iter 159] [Bus 4] P/Q/CMD -> V_in=1.0060 pu, I_in=501.9333 A, PF=0.8259, V_out=1.0060 pu, I_out=501.9333 A, V_DT=1.0100 pu, P=79.4557 MW, Q=54.2419 MVar
[2026-05-17 01:19:10] [iter 159] [Bus 5] P/Q/CMD -> V_in=1.0060 pu, I_in=513.7333 A, PF=0.9556, V_out=1.0060 pu, I_out=513.7333 A, V_DT=1.0081 pu, P=94.0947 MW, Q=29.0149 MVar


[2026-05-17 01:19:14] [iter 160] [Bus 1] P/Q/CMD -> V_in=1.0190 pu, I_in=919.1000 A, PF=0.9902, V_out=1.0190 pu, I_out=919.1000 A, V_DT=1.0200 pu, P=176.6905 MW, Q=24.9202 MVar
[2026-05-17 01:19:14] [iter 160] [Bus 2] P/Q/CMD -> V_in=1.0090 pu, I_in=422.0333 A, PF=0.9688, V_out=1.0090 pu, I_out=422.0333 A, V_DT=1.0102 pu, P=78.6005 MW, Q=20.1080 MVar
[2026-05-17 01:19:14] [iter 160] [Bus 3] P/Q/CMD -> V_in=1.0080 pu, I_in=438.8667 A, PF=0.9682, V_out=1.0080 pu, I_out=438.8667 A, V_DT=1.0072 pu, P=81.6040 MW, Q=21.0860 MVar
[2026-05-17 01:19:14] [iter 160] [Bus 4] P/Q/CMD -> V_in=1.0100 pu, I_in=461.8667 A, PF=0.9008, V_out=1.0100 pu, I_out=461.8667 A, V_DT=1.0100 pu, P=80.0608 MW, Q=38.5936 MVar
[2026-05-17 01:19:14] [iter 160] [Bus 5] P/Q/CMD -> V_in=1.0090 pu, I_in=498.4667 A, PF=0.9822, V_out=1.0090 pu, I_out=498.4667 A, V_DT=1.0079 pu, P=94.1197 MW, Q=17.9997 MVar


[2026-05-17 01:19:18] [iter 161] [Bus 1] P/Q/CMD -> V_in=1.0180 pu, I_in=697.3667 A, PF=0.9717, V_out=1.0180 pu, I_out=697.3667 A, V_DT=1.0200 pu, P=131.4300 MW, Q=31.9504 MVar
[2026-05-17 01:19:18] [iter 161] [Bus 2] P/Q/CMD -> V_in=1.0140 pu, I_in=326.0667 A, PF=0.9633, V_out=1.0140 pu, I_out=326.0667 A, V_DT=1.0106 pu, P=60.6819 MW, Q=16.9092 MVar
[2026-05-17 01:19:18] [iter 161] [Bus 3] P/Q/CMD -> V_in=1.0060 pu, I_in=338.1333 A, PF=0.9283, V_out=1.0060 pu, I_out=338.1333 A, V_DT=1.0079 pu, P=60.1627 MW, Q=24.0983 MVar
[2026-05-17 01:19:18] [iter 161] [Bus 4] P/Q/CMD -> V_in=1.0080 pu, I_in=447.5667 A, PF=0.9319, V_out=1.0080 pu, I_out=447.5667 A, V_DT=1.0100 pu, P=80.1015 MW, Q=31.1772 MVar
[2026-05-17 01:19:18] [iter 161] [Bus 5] P/Q/CMD -> V_in=1.0060 pu, I_in=478.6000 A, PF=0.9769, V_out=1.0060 pu, I_out=478.6000 A, V_DT=1.0082 pu, P=89.6136 MW, Q=19.6030 MVar


[2026-05-17 01:19:22] [iter 162] [Bus 1] P/Q/CMD -> V_in=1.0150 pu, I_in=848.7333 A, PF=0.9811, V_out=1.0150 pu, I_out=848.7333 A, V_DT=1.0200 pu, P=161.0289 MW, Q=31.7596 MVar
[2026-05-17 01:19:22] [iter 162] [Bus 2] P/Q/CMD -> V_in=1.0130 pu, I_in=385.6333 A, PF=0.9468, V_out=1.0130 pu, I_out=385.6333 A, V_DT=1.0116 pu, P=70.4686 MW, Q=23.9527 MVar
[2026-05-17 01:19:22] [iter 162] [Bus 3] P/Q/CMD -> V_in=1.0090 pu, I_in=457.3667 A, PF=0.9646, V_out=1.0090 pu, I_out=457.3667 A, V_DT=1.0089 pu, P=84.8118 MW, Q=23.1872 MVar
[2026-05-17 01:19:22] [iter 162] [Bus 4] P/Q/CMD -> V_in=1.0110 pu, I_in=472.1000 A, PF=0.8772, V_out=1.0110 pu, I_out=472.1000 A, V_DT=1.0100 pu, P=79.7695 MW, Q=43.6609 MVar
[2026-05-17 01:19:22] [iter 162] [Bus 5] P/Q/CMD -> V_in=1.0100 pu, I_in=466.3667 A, PF=0.9594, V_out=1.0100 pu, I_out=466.3667 A, V_DT=1.0083 pu, P=86.0998 MW, Q=25.3120 MVar


[2026-05-17 01:19:26] [iter 163] [Bus 1] P/Q/CMD -> V_in=1.0220 pu, I_in=712.6000 A, PF=0.9812, V_out=1.0220 pu, I_out=712.6000 A, V_DT=1.0200 pu, P=136.1468 MW, Q=26.7789 MVar
[2026-05-17 01:19:26] [iter 163] [Bus 2] P/Q/CMD -> V_in=1.0060 pu, I_in=269.2333 A, PF=0.9707, V_out=1.0060 pu, I_out=269.2333 A, V_DT=1.0104 pu, P=50.0916 MW, Q=12.4001 MVar
[2026-05-17 01:19:26] [iter 163] [Bus 3] P/Q/CMD -> V_in=1.0120 pu, I_in=415.1333 A, PF=0.9624, V_out=1.0120 pu, I_out=415.1333 A, V_DT=1.0077 pu, P=77.0330 MW, Q=21.7425 MVar
[2026-05-17 01:19:26] [iter 163] [Bus 4] P/Q/CMD -> V_in=1.0080 pu, I_in=460.6333 A, PF=0.9032, V_out=1.0080 pu, I_out=460.6333 A, V_DT=1.0100 pu, P=79.9012 MW, Q=37.9707 MVar
[2026-05-17 01:19:26] [iter 163] [Bus 5] P/Q/CMD -> V_in=1.0060 pu, I_in=475.9000 A, PF=0.9525, V_out=1.0060 pu, I_out=475.9000 A, V_DT=1.0081 pu, P=86.8824 MW, Q=27.7785 MVar


[2026-05-17 01:19:30] [iter 164] [Bus 1] P/Q/CMD -> V_in=1.0200 pu, I_in=798.0667 A, PF=0.9764, V_out=1.0200 pu, I_out=798.0667 A, V_DT=1.0200 pu, P=151.4330 MW, Q=33.4955 MVar
[2026-05-17 01:19:30] [iter 164] [Bus 2] P/Q/CMD -> V_in=1.0150 pu, I_in=398.9333 A, PF=0.9728, V_out=1.0150 pu, I_out=398.9333 A, V_DT=1.0120 pu, P=75.0487 MW, Q=17.8709 MVar
[2026-05-17 01:19:30] [iter 164] [Bus 3] P/Q/CMD -> V_in=1.0130 pu, I_in=395.0333 A, PF=0.9167, V_out=1.0130 pu, I_out=395.0333 A, V_DT=1.0090 pu, P=69.8914 MW, Q=30.4646 MVar
[2026-05-17 01:19:30] [iter 164] [Bus 4] P/Q/CMD -> V_in=1.0150 pu, I_in=447.4333 A, PF=0.9324, V_out=1.0150 pu, I_out=447.4333 A, V_DT=1.0100 pu, P=80.6770 MW, Q=31.2730 MVar
[2026-05-17 01:19:30] [iter 164] [Bus 5] P/Q/CMD -> V_in=1.0080 pu, I_in=455.4000 A, PF=0.9879, V_out=1.0080 pu, I_out=455.4000 A, V_DT=1.0080 pu, P=86.4012 MW, Q=13.5643 MVar
